video_id,title,human_label,promise_text,transcript_path,summary_path,speech_coverage_percent,semantic_divergence,summary_source,usable_for_training,hook_promise_source,hook_ocr_usable,from_spike
ttpQdQGFUdQ,রহস্যময় ভাবে সমুদ্রে ডুবে যাওয়া ৫ টি জাহাজ। যে গুলোর রহস্য জানলে ভয় পাবেন। 5 Ship Drown in the Sea,clickbait,রহস্যময় ভাবে সমুদ্রে ডুবে যাওয়া ৫ টি জাহাজ। যে গুলোর রহস্য জানলে ভয় পাবেন। 5 Ship Drown in the Sea,data/transcripts/ttpQdQGFUdQ\raw_transcript.txt,data/transcripts/ttpQdQGFUdQ\summary.txt,91.2,0.295160174369812,gemini,True,title,False,False
I0sPDTF69so,লায়লি -মজনুর প্রেমের শেষমেশ যা হয়েছিল! দেখুন এই অমর প্রেমের আসল ইতিহাস। Laila Majnu Real History,clickbait,লায়লি -মজনুর প্রেমের শেষমেশ যা হয়েছিল! দেখুন এই অমর প্রেমের আসল ইতিহাস। Laila Majnu Real History,data/transcripts/I0sPDTF69so\raw_transcript.txt,data/transcripts/I0sPDTF69so\summary.txt,91.41,0.423119843006134,gemini,True,title,False,False
cvw06J2-HJw,"দেখেনিন পৃথিবীর সেরা ৮ ধনী কারা, যাদের অর্ধেক পৃথিবী কেনার মত ক্ষমতা আছে ।Top 8 Richest people",clickbait,"দেখেনিন পৃথিবীর সেরা ৮ ধনী কারা, যাদের অর্ধেক পৃথিবী কেনার মত ক্ষমতা আছে ।Top 8 Richest people
৮ঋ  শ"" শবধ ঈৃ0 [জএ",data/transcripts/cvw06J2-HJw\raw_transcript.txt,data/transcripts/cvw06J2-HJw\summary.txt,91.13,0.3086262345314026,gemini,True,title+ocr,True,False
4mZtVbamb00,ভার্সিটির হিন্দু মেয়েকে এক মুসলিম রিকশাওয়ালার বিয়ে করার দুনিয়া কাঁপানো বাস্তব প্রেমের ঘটনা,clickbait,ভার্সিটির হিন্দু মেয়েকে এক মুসলিম রিকশাওয়ালার বিয়ে করার দুনিয়া কাঁপানো বাস্তব প্রেমের ঘটনা,data/transcripts/4mZtVbamb00\raw_transcript.txt,data/transcripts/4mZtVbamb00\summary.txt,89.72,0.3615001440048218,gemini,True,title,False,False
kCMbMS2LAwg,"বিএনপি সরকারের বিরুদ্ধে বিষোদগার করেছে, কাদের || Obaidul Quader",non_clickbait,"বিএনপি সরকারের বিরুদ্ধে বিষোদগার করেছে, কাদের || Obaidul Quader",data/transcripts/kCMbMS2LAwg\raw_transcript.txt,data/transcripts/kCMbMS2LAwg\summary.txt,67.79,0.488280177116394,gemini,True,title,False,False
8cdQqEzitdk,যে আফসোস নিয়ে সবাইকে কাঁদিয়ে চলে গেলেন সাদেক হোসেন খোকা। তার শেষ ইচ্ছা কি ছিল জানলে কেঁদে ফেলবেন,clickbait,যে আফসোস নিয়ে সবাইকে কাঁদিয়ে চলে গেলেন সাদেক হোসেন খোকা। তার শেষ ইচ্ছা কি ছিল জানলে কেঁদে ফেলবেন,data/transcripts/8cdQqEzitdk\raw_transcript.txt,data/transcripts/8cdQqEzitdk\summary.txt,97.32,0.3495102524757385,gemini,True,title,False,False
DaaJiliLc94,দেখুন যে গ্রামে পানি বৃষ্টি না হয়ে মাছ বৃষ্টি হয় । মাছ বৃষ্টি কেন হয় জানলে অবাক হবেন । Fish Rain,clickbait,দেখুন যে গ্রামে পানি বৃষ্টি না হয়ে মাছ বৃষ্টি হয় । মাছ বৃষ্টি কেন হয় জানলে অবাক হবেন । Fish Rain,data/transcripts/DaaJiliLc94\raw_transcript.txt,data/transcripts/DaaJiliLc94\summary.txt,79.56,0.4254186153411865,gemini,True,title,False,False
Qv_l5sOu-50,"শাওয়াল মাসের চাঁদ বাংলাদেশের আকাশে কোথাও দেখা যায়নি, শুক্রবার ঈদ || Eid Moon",non_clickbait,"শাওয়াল মাসের চাঁদ বাংলাদেশের আকাশে কোথাও দেখা যায়নি, শুক্রবার ঈদ || Eid Moon",data/transcripts/Qv_l5sOu-50\raw_transcript.txt,data/transcripts/Qv_l5sOu-50\summary.txt,90.01,0.350527286529541,gemini,True,title,False,False
TcsJb2sfI5Q,"প্রজনন ক্ষমতা কমা, গর্ভপাতের ঝুঁকি- এরকম যত বাজে গুজব করোনার টিকা ঘিরে... || [Corona Vaccination]",non_clickbait,"প্রজনন ক্ষমতা কমা, গর্ভপাতের ঝুঁকি- এরকম যত বাজে গুজব করোনার টিকা ঘিরে... || [Corona Vaccination]",data/transcripts/TcsJb2sfI5Q\raw_transcript.txt,data/transcripts/TcsJb2sfI5Q\summary.txt,76.91,0.3488222956657409,gemini,True,title,False,False
2gyr2c0Wgkg,ফেঁসে যাচ্ছে ১১ মন্ত্রী! র‌্যাবের কাছে ভয়ানক জবানবিন্দ দিল পাপিয়া। ও ওয়েস্টিন হোটেলের আকাম ফাঁস,clickbait,ফেঁসে যাচ্ছে ১১ মন্ত্রী! র‌্যাবের কাছে ভয়ানক জবানবিন্দ দিল পাপিয়া। ও ওয়েস্টিন হোটেলের আকাম ফাঁস,data/transcripts/2gyr2c0Wgkg\raw_transcript.txt,data/transcripts/2gyr2c0Wgkg\summary.txt,97.78,0.2510659694671631,gemini,True,title,False,False
1W4RPXrzO38,৪৪টি হাই-ফ্লো ন্যাজাল ক্যানোলা মজুদ রয়েছে || Bogra Press Brief,non_clickbait,৪৪টি হাই-ফ্লো ন্যাজাল ক্যানোলা মজুদ রয়েছে || Bogra Press Brief,data/transcripts/1W4RPXrzO38\raw_transcript.txt,data/transcripts/1W4RPXrzO38\summary.txt,54.51,0.4538722634315491,gemini,True,title,False,False
HPqsqyzGmt0,এসময় কারখানার ভেতরেই ছিলেন ৫ শ্রমিক || #Narayanganj News,non_clickbait,"এসময় কারখানার ভেতরেই ছিলেন ৫ শ্রমিক || #Narayanganj News
সব হবে নংদাএ",data/transcripts/HPqsqyzGmt0\raw_transcript.txt,data/transcripts/HPqsqyzGmt0\summary.txt,84.7,0.489070177078247,gemini,True,title+ocr,True,False
np7IgZNI2Nk,বাংলাদেশকে চরম অপমান করল ভারতীয়রা। যা দেখলে আপনার মাথা নষ্ট হয়ে যাবে,clickbait,বাংলাদেশকে চরম অপমান করল ভারতীয়রা। যা দেখলে আপনার মাথা নষ্ট হয়ে যাবে,data/transcripts/np7IgZNI2Nk\raw_transcript.txt,data/transcripts/np7IgZNI2Nk\summary.txt,85.48,0.4076111316680908,gemini,True,title,False,False
C09Xw5ML8Tg,(LIVE) পদ্মা সেতুতে ফেরি ধাক্কার ঘটনায় ২জন বরখাস্ত।। Padda Bridge,non_clickbait,(LIVE) পদ্মা সেতুতে ফেরি ধাক্কার ঘটনায় ২জন বরখাস্ত।। Padda Bridge,data/transcripts/C09Xw5ML8Tg\raw_transcript.txt,data/transcripts/C09Xw5ML8Tg\summary.txt,89.08,0.2306908369064331,gemini,True,title,False,False
BcX69JwGrE0,চীনের উপহার ৫ লাখ করোনার টিকা দেশে পৌছেছে || [China vaccine],non_clickbait,"চীনের উপহার ৫ লাখ করোনার টিকা দেশে পৌছেছে || [China vaccine]
পিন সেট করলে: নগদ এ",data/transcripts/BcX69JwGrE0\raw_transcript.txt,data/transcripts/BcX69JwGrE0\summary.txt,89.45,0.4413431882858276,gemini,True,title+ocr,True,False
GYdkmi8svIg,জন্মের পর থেকে কুকুরের দুধ খেয়ে বড় হয়েছে ছেলেটি! অবিশ্বাস্য হলে সত্যি। ও চোখে পানি চলে আসবে,clickbait,জন্মের পর থেকে কুকুরের দুধ খেয়ে বড় হয়েছে ছেলেটি! অবিশ্বাস্য হলে সত্যি। ও চোখে পানি চলে আসবে,data/transcripts/GYdkmi8svIg\raw_transcript.txt,data/transcripts/GYdkmi8svIg\summary.txt,93.33,0.3116348385810852,gemini,True,title,False,False
3QF3RQK-qXM,মেজর সিনহা হত্যার পলাতক আসামি কনস্টেবল সাগর দেবের আদালতে আত্মসমর্পণ ।। Mejor Sinha,non_clickbait,মেজর সিনহা হত্যার পলাতক আসামি কনস্টেবল সাগর দেবের আদালতে আত্মসমর্পণ ।। Mejor Sinha,data/transcripts/3QF3RQK-qXM\raw_transcript.txt,data/transcripts/3QF3RQK-qXM\summary.txt,75.62,0.2690883278846741,gemini,True,title,False,False
Zrmyga4SSAo,এইমাত্র পাওয়া! সর্বনাশ হেফাজতের ভয়াবহ দুর্নীতি ফাঁস! গ্রেফতার মামুনুল হক? ও ফেঁসে গেল বাবুনগরীরও,clickbait,"এইমাত্র পাওয়া! সর্বনাশ হেফাজতের ভয়াবহ দুর্নীতি ফাঁস! গ্রেফতার মামুনুল হক? ও ফেঁসে গেল বাবুনগরীরও
দিযয ডড দকনফট  ষক টাম চনসকত",data/transcripts/Zrmyga4SSAo\raw_transcript.txt,data/transcripts/Zrmyga4SSAo\summary.txt,95.63,0.3095483779907226,gemini,True,title+ocr,True,False
psMfbWHoNxQ,নেই সামাজিক দূরত্ব; মুখে মাস্কও পরছেন না অনেকে || No Awareness,non_clickbait,নেই সামাজিক দূরত্ব; মুখে মাস্কও পরছেন না অনেকে || No Awareness,data/transcripts/psMfbWHoNxQ\raw_transcript.txt,data/transcripts/psMfbWHoNxQ\summary.txt,84.39,0.5395905673503876,gemini,True,title,False,False
MF7_Ing0kqI,বিশ্বব্যাপী ৩৫ লাখ কোটি ডলার ছাড়িয়েছে টেকসই বিনিয়োগ || Sustainable Investment,non_clickbait,বিশ্বব্যাপী ৩৫ লাখ কোটি ডলার ছাড়িয়েছে টেকসই বিনিয়োগ || Sustainable Investment,data/transcripts/MF7_Ing0kqI\raw_transcript.txt,data/transcripts/MF7_Ing0kqI\summary.txt,81.04,0.3662906289100647,gemini,True,title,False,False
PEzs3gi3xjk,"ব্রেকিংঃ সন্তানদের সামনে উলঙ্ করে বাবাকে, সেই হাসানকে ডিম তেরাপি দিচ্ছে।এমন যেন আর কেউ শাহস না পায়",clickbait,"ব্রেকিংঃ সন্তানদের সামনে উলঙ্ করে বাবাকে, সেই হাসানকে ডিম তেরাপি দিচ্ছে।এমন যেন আর কেউ শাহস না পায়",data/transcripts/PEzs3gi3xjk\raw_transcript.txt,data/transcripts/PEzs3gi3xjk\summary.txt,92.98,0.3957383632659912,gemini,True,title,False,False
lTyiCJa7LoY,নির্ধারিত সময়ের ৪ থেকে ৫ ঘণ্টা পর ঢাকা ছাড়ছে বাস || #Leaving Dhaka,non_clickbait,নির্ধারিত সময়ের ৪ থেকে ৫ ঘণ্টা পর ঢাকা ছাড়ছে বাস || #Leaving Dhaka,data/transcripts/lTyiCJa7LoY\raw_transcript.txt,data/transcripts/lTyiCJa7LoY\summary.txt,90.85,0.3843785524368286,gemini,True,title,False,False
NV-oW0wjZ48,ব্রেকিংঃ সৌদিতে ব্যাপক বর্ষণে বন্যা। সতর্কতা জারি। স্কুল-কলেজ বন্ধ ঘোষণা। Saudi flood 2019,clickbait,ব্রেকিংঃ সৌদিতে ব্যাপক বর্ষণে বন্যা। সতর্কতা জারি। স্কুল-কলেজ বন্ধ ঘোষণা। Saudi flood 2019,data/transcripts/NV-oW0wjZ48\raw_transcript.txt,data/transcripts/NV-oW0wjZ48\summary.txt,93.44,0.2816845774650574,gemini,True,title,False,False
QOOGTn1cUZE,চীনে ৭ দশমিক ৩ মাত্রার ভূমিকম্প... || [China earth quake],non_clickbait,"চীনে ৭ দশমিক ৩ মাত্রার ভূমিকম্প... || [China earth quake]
সব হবে ঢশ4 !",data/transcripts/QOOGTn1cUZE\raw_transcript.txt,data/transcripts/QOOGTn1cUZE\summary.txt,77.71,0.447976291179657,gemini,True,title+ocr,True,False
gNBqu4XYpzE,"(LIVE) মাদক ব্যবসায়ীর গাড়ির চাপায় এএসআই নিহত, গ্রেপ্তার ৩ ।। SI Salahuddin",non_clickbait,"(LIVE) মাদক ব্যবসায়ীর গাড়ির চাপায় এএসআই নিহত, গ্রেপ্তার ৩ ।। SI Salahuddin",data/transcripts/gNBqu4XYpzE\raw_transcript.txt,data/transcripts/gNBqu4XYpzE\summary.txt,0.0,,empty_transcript,False,title,False,False
d7vPB4szBAQ,লকডাউনের ডিউটি ফেলে দিনদুপুরে পরকীয়ার সময় ধরা খেল পুলিশ! কঠিন গণধোলাই দিলো জনতা। Bangla News,clickbait,"লকডাউনের ডিউটি ফেলে দিনদুপুরে পরকীয়ার সময় ধরা খেল পুলিশ! কঠিন গণধোলাই দিলো জনতা। Bangla News
হংকটিমংনবচা",data/transcripts/d7vPB4szBAQ\raw_transcript.txt,data/transcripts/d7vPB4szBAQ\summary.txt,97.52,0.3420606255531311,gemini,True,title+ocr,True,False
EIwNKv-QFh8,"মিয়ানমারের সেনাবাহিনী কতটা শক্তিশালী, জানলে মাথা ঘুরে যাবে । How strong is the army of Myanmar",clickbait,"মিয়ানমারের সেনাবাহিনী কতটা শক্তিশালী, জানলে মাথা ঘুরে যাবে । How strong is the army of Myanmar",data/transcripts/EIwNKv-QFh8\raw_transcript.txt,data/transcripts/EIwNKv-QFh8\summary.txt,90.03,0.589929461479187,gemini,True,title,False,False
1SX2UxWWtmM,এই মাত্র পাওয়াঃ ICU তে ভীষণ মুমূর্ষু অবস্থায় এরশাদ।যে কোন সময়...,clickbait,এই মাত্র পাওয়াঃ ICU তে ভীষণ মুমূর্ষু অবস্থায় এরশাদ।যে কোন সময়...,data/transcripts/1SX2UxWWtmM\raw_transcript.txt,data/transcripts/1SX2UxWWtmM\summary.txt,95.69,0.2955329418182373,gemini,True,title,False,False
Xii7pqVNgqg,মাইক্রোবাসের ধাক্কায় ট্রাফিক পুলিশ কনস্টেবলের মৃত্যু || [Constable Died],non_clickbait,মাইক্রোবাসের ধাক্কায় ট্রাফিক পুলিশ কনস্টেবলের মৃত্যু || [Constable Died],data/transcripts/Xii7pqVNgqg\raw_transcript.txt,data/transcripts/Xii7pqVNgqg\summary.txt,75.22,0.4700894355773926,gemini,True,title,False,False
V20nidoGcNQ,আপেলের গায়ে স্টিকার থাকে কেন?  সবাই সাবধান! জেনে নিন আসল রহস্য [ Why is the apple on the sticker?],clickbait,আপেলের গায়ে স্টিকার থাকে কেন?  সবাই সাবধান! জেনে নিন আসল রহস্য [ Why is the apple on the sticker?],data/transcripts/V20nidoGcNQ\raw_transcript.txt,data/transcripts/V20nidoGcNQ\summary.txt,85.68,0.5213494598865509,gemini,True,title,False,False
DBOgHhvEwss,পাপের শাস্তি শুরু! অন্য আসামীরা অনিককে পিটিয়ে হাড্ডি ভেঙ্গে দিয়েছে। জেলের ভিতরেও রক্ষা নেই অনিকের,clickbait,পাপের শাস্তি শুরু! অন্য আসামীরা অনিককে পিটিয়ে হাড্ডি ভেঙ্গে দিয়েছে। জেলের ভিতরেও রক্ষা নেই অনিকের,data/transcripts/DBOgHhvEwss\raw_transcript.txt,data/transcripts/DBOgHhvEwss\summary.txt,96.54,0.1953623294830322,gemini,True,title,False,False
xZEbjXXLQss,২০২০ এ বলিউডের সেরা বাজে মুভির তালিকা! Star Golpo,non_clickbait,২০২০ এ বলিউডের সেরা বাজে মুভির তালিকা! Star Golpo,data/transcripts/xZEbjXXLQss\raw_transcript.txt,data/transcripts/xZEbjXXLQss\summary.txt,96.15,0.5652194619178772,gemini,True,title,False,False
vaZhnYHUC0I,"মসজিদের ইমামকে জুতার মালা পড়ালো আওয়ামীলীগ নেতা, সোশাল মিডিয়ায় নিন্দার ঝড়। viral news",clickbait,"মসজিদের ইমামকে জুতার মালা পড়ালো আওয়ামীলীগ নেতা, সোশাল মিডিয়ায় নিন্দার ঝড়। viral news",data/transcripts/vaZhnYHUC0I\raw_transcript.txt,data/transcripts/vaZhnYHUC0I\summary.txt,72.15,0.2904051542282104,gemini,True,title,False,False
uDu_OXzGLOA,বসবাসের জন্য বিশ্বের সেরা ৫ শহর  ।।Top 5 best cities in the world for living ।( 2017),clickbait,বসবাসের জন্য বিশ্বের সেরা ৫ শহর  ।।Top 5 best cities in the world for living ।( 2017),data/transcripts/uDu_OXzGLOA\raw_transcript.txt,data/transcripts/uDu_OXzGLOA\summary.txt,84.45,0.567191481590271,gemini,True,title,False,False
zBt9OLIJTWo,শিগগিরই করোনা টিকার যৌথ উৎপাদনের ঘোষণা আসছে...  || [Abdul Momen about vaccine],non_clickbait,"শিগগিরই করোনা টিকার যৌথ উৎপাদনের ঘোষণা আসছে...  || [Abdul Momen about vaccine]
'6833713; সবোদ হণ১৬ প০হ9=]",data/transcripts/zBt9OLIJTWo\raw_transcript.txt,data/transcripts/zBt9OLIJTWo\summary.txt,82.44,0.5625659227371216,gemini,True,title+ocr,True,False
khSWx1SFgus,চারদিকে সবুজের সমারোহ;  দূষণমুক্ত পরিবেশ || #Nature of Dhaka,non_clickbait,"চারদিকে সবুজের সমারোহ;  দূষণমুক্ত পরিবেশ || #Nature of Dhaka
বিনলেদ্রি",data/transcripts/khSWx1SFgus\raw_transcript.txt,data/transcripts/khSWx1SFgus\summary.txt,77.88,0.4271304011344909,gemini,True,title+ocr,True,False
JIM88ijxNhQ,"ফাইজারের টিকা না পেয়ে বিক্ষোভ, দেয়া হবে মডার্নার টিকা || [Caos for vaccine]",non_clickbait,"ফাইজারের টিকা না পেয়ে বিক্ষোভ, দেয়া হবে মডার্নার টিকা || [Caos for vaccine]",data/transcripts/JIM88ijxNhQ\raw_transcript.txt,data/transcripts/JIM88ijxNhQ\summary.txt,79.61,0.4067413806915283,gemini,True,title,False,False
SySQQy7zqi8,অবশেষে বেড়িয়ে এল আসল রহশ্য এক সাথে দুই বান্ধবী যে কারনে...,clickbait,অবশেষে বেড়িয়ে এল আসল রহশ্য এক সাথে দুই বান্ধবী যে কারনে...,data/transcripts/SySQQy7zqi8\raw_transcript.txt,data/transcripts/SySQQy7zqi8\summary.txt,95.5,0.2858119606971741,gemini,True,title,False,False
n5ouXtBuj58,আমেরিকার মাথা নষ্ট করা কিছু অজানা তথ্য। যেখানে বিয়ে ছাড়া সন্তান হয় বেশি। Unknown Fact About America,clickbait,আমেরিকার মাথা নষ্ট করা কিছু অজানা তথ্য। যেখানে বিয়ে ছাড়া সন্তান হয় বেশি। Unknown Fact About America,data/transcripts/n5ouXtBuj58\raw_transcript.txt,data/transcripts/n5ouXtBuj58\summary.txt,91.26,0.3437247276306152,gemini,True,title,False,False
1a1s-xCMHr0,গার্মেন্টস শিল্পকারখানা খোলার চুড়ান্ত তারিখ ঘোষণা || আজকের খবর বাংলাদশ ২৩ জুলাই ২০২১ | Lockdown news,clickbait,গার্মেন্টস শিল্পকারখানা খোলার চুড়ান্ত তারিখ ঘোষণা || আজকের খবর বাংলাদশ ২৩ জুলাই ২০২১ | Lockdown news,data/transcripts/1a1s-xCMHr0\raw_transcript.txt,data/transcripts/1a1s-xCMHr0\summary.txt,92.45,0.4045295119285583,gemini,True,title,False,False
Svj0aOwJmWk,গাজী গ্রুপ ক্রিকেটার্স ও প্রাইম দোলেশ্বরের জয়  || DPL,non_clickbait,গাজী গ্রুপ ক্রিকেটার্স ও প্রাইম দোলেশ্বরের জয়  || DPL,data/transcripts/Svj0aOwJmWk\raw_transcript.txt,data/transcripts/Svj0aOwJmWk\summary.txt,69.02,0.3231973052024841,gemini,True,title,False,False
f56ikERuDAI,"আল্লাহ বাঁচাও! চোখের পলকে ভেঙ্গে পড়ল বিশাল বিল্ডিং, বড় বড় সব মসজিদ ও স্কুল। পথে বসেছে হাজারো মানুষ",clickbait,"আল্লাহ বাঁচাও! চোখের পলকে ভেঙ্গে পড়ল বিশাল বিল্ডিং, বড় বড় সব মসজিদ ও স্কুল। পথে বসেছে হাজারো মানুষ",data/transcripts/f56ikERuDAI\raw_transcript.txt,data/transcripts/f56ikERuDAI\summary.txt,97.33,0.4571579098701477,gemini,True,title,False,False
2kijJ0pB36Q,কেউ রক্ষা পাবেনা টুকরো টুকরো করে ফেলবো কাদের সিদ্দিকীর ভয়াবহ হুমকি। বিএনপিকে কঠিন ৫ শর্ত দিল ভারত,clickbait,কেউ রক্ষা পাবেনা টুকরো টুকরো করে ফেলবো কাদের সিদ্দিকীর ভয়াবহ হুমকি। বিএনপিকে কঠিন ৫ শর্ত দিল ভারত,data/transcripts/2kijJ0pB36Q\raw_transcript.txt,data/transcripts/2kijJ0pB36Q\summary.txt,91.06,0.338106095790863,gemini,True,title,False,False
5Oe1-ZOBYv4,হে আল্লাহ্‌ বাচাও! ২ দিনের মধ্যেই তলিয়ে যাবে ২২ জেলা। ভেসে যাবে হাজার হাজার বাড়িঘর।Flood News Update,clickbait,হে আল্লাহ্‌ বাচাও! ২ দিনের মধ্যেই তলিয়ে যাবে ২২ জেলা। ভেসে যাবে হাজার হাজার বাড়িঘর।Flood News Update,data/transcripts/5Oe1-ZOBYv4\raw_transcript.txt,data/transcripts/5Oe1-ZOBYv4\summary.txt,95.44,0.5008281469345093,gemini,True,title,False,False
KtHLUYR7C2s,বাংলাদেশের সামরিক শক্তি সামর্থ | Military Power of Bangladesh | Eagle Eyes,non_clickbait,বাংলাদেশের সামরিক শক্তি সামর্থ | Military Power of Bangladesh | Eagle Eyes,data/transcripts/KtHLUYR7C2s\raw_transcript.txt,data/transcripts/KtHLUYR7C2s\summary.txt,98.97,0.6157530248165131,gemini,True,title,False,False
IB4zZB_ZPRI,অপু যখন হিন্দু থেকে মুসলমান হয়েছিল সে জন্য একজন খুব কেঁদেছিল ।।দেখুন তিনি কে ছিলেন।।Celebrity News,clickbait,অপু যখন হিন্দু থেকে মুসলমান হয়েছিল সে জন্য একজন খুব কেঁদেছিল ।।দেখুন তিনি কে ছিলেন।।Celebrity News,data/transcripts/IB4zZB_ZPRI\raw_transcript.txt,data/transcripts/IB4zZB_ZPRI\summary.txt,79.02,0.3436776995658874,gemini,True,title,False,False
rBhuUm8aOfY,করোনায় মৃতদের ৮০ শতাংশের দেহেই জটিল  রোগের উপস্থিতি || Increase Other Disease,non_clickbait,করোনায় মৃতদের ৮০ শতাংশের দেহেই জটিল  রোগের উপস্থিতি || Increase Other Disease,data/transcripts/rBhuUm8aOfY\raw_transcript.txt,data/transcripts/rBhuUm8aOfY\summary.txt,83.68,0.4124547839164734,gemini,True,title,False,False
xS-2UXwNdUg,হে আল্লাহ এ কেমন বিচার? প্রতিষ্ঠিত সন্তানদের বয়স্ক শিক্ষক বাবা ৮ বছর ধরে স্কুলের বারান্দায় থাকে,clickbait,হে আল্লাহ এ কেমন বিচার? প্রতিষ্ঠিত সন্তানদের বয়স্ক শিক্ষক বাবা ৮ বছর ধরে স্কুলের বারান্দায় থাকে,data/transcripts/xS-2UXwNdUg\raw_transcript.txt,data/transcripts/xS-2UXwNdUg\summary.txt,92.91,0.235295295715332,gemini,True,title,False,False
8ej28h8n1LI,গ্যাসবাহী লরির সঙ্গে ট্রেনের সংঘর্ষ || Rail Incident,non_clickbait,"গ্যাসবাহী লরির সঙ্গে ট্রেনের সংঘর্ষ || Rail Incident
এর্মতত ৭5ওচ",data/transcripts/8ej28h8n1LI\raw_transcript.txt,data/transcripts/8ej28h8n1LI\summary.txt,74.49,0.3700126409530639,gemini,True,title+ocr,True,False
L3JG0bgFxHM,গত ২৭ দিনে রাজশাহী মেডিকেলে ২২৪ জনের মৃত্যু || [BD Covid Update],non_clickbait,"গত ২৭ দিনে রাজশাহী মেডিকেলে ২২৪ জনের মৃত্যু || [BD Covid Update]
[ঙকার 54খ| [55 া|? ঝ০হ9= দৈ",data/transcripts/L3JG0bgFxHM\raw_transcript.txt,data/transcripts/L3JG0bgFxHM\summary.txt,91.38,0.623015820980072,gemini,True,title+ocr,True,False
0nVwTYM9Ecg,লন্ডনে একটি তাবলীগ জামাত একজন ডাক্তারকে দাওয়াত দিতে গেল। কিন্তু এরপর ডাক্তার যা করল তা ছিল ভয়াবহ,clickbait,লন্ডনে একটি তাবলীগ জামাত একজন ডাক্তারকে দাওয়াত দিতে গেল। কিন্তু এরপর ডাক্তার যা করল তা ছিল ভয়াবহ,data/transcripts/0nVwTYM9Ecg\raw_transcript.txt,data/transcripts/0nVwTYM9Ecg\summary.txt,86.84,0.3618231415748596,gemini,True,title,False,False
zdq3nj38nJo,Huawei কে নিষিদ্ধ করলো গুগল। Huawei's use of Android restricted by Google | Star Golpo,non_clickbait,Huawei কে নিষিদ্ধ করলো গুগল। Huawei's use of Android restricted by Google | Star Golpo,data/transcripts/zdq3nj38nJo\raw_transcript.txt,data/transcripts/zdq3nj38nJo\summary.txt,96.11,0.5480208396911621,gemini,True,title,False,False
VxYXyZl9enY,দেশে ৩৫ শতাংশ মানুষ তামাক সেবন করেন। ||[DJFB webinar],non_clickbait,দেশে ৩৫ শতাংশ মানুষ তামাক সেবন করেন। ||[DJFB webinar],data/transcripts/VxYXyZl9enY\raw_transcript.txt,data/transcripts/VxYXyZl9enY\summary.txt,71.93,0.5871050953865051,gemini,True,title,False,False
TPvKn6qfedQ,(LIVE) দেশে একদিনে রেকর্ড ২৬৪ জনের করোনায় প্রাণহানি || Bangladesh,non_clickbait,(LIVE) দেশে একদিনে রেকর্ড ২৬৪ জনের করোনায় প্রাণহানি || Bangladesh,data/transcripts/TPvKn6qfedQ\raw_transcript.txt,data/transcripts/TPvKn6qfedQ\summary.txt,88.55,0.4113087654113769,gemini,True,title,False,False
qAQPhEqxomU,মাঝারি মাত্রার ভূমিকম্পে দুলে উঠলো দেশ।। Earthquake Today,non_clickbait,মাঝারি মাত্রার ভূমিকম্পে দুলে উঠলো দেশ।। Earthquake Today,data/transcripts/qAQPhEqxomU\raw_transcript.txt,data/transcripts/qAQPhEqxomU\summary.txt,58.82,0.4862192869186401,gemini,True,title,False,False
wf7esTI4W_0,পৃথিবীর আর কোন ছাত্রের সাথে যেন এমন কাজ না হয়। এক এতিম ছেলেকে যা করল শিক্ষক দেখলে সিউর কাঁদবেন,clickbait,পৃথিবীর আর কোন ছাত্রের সাথে যেন এমন কাজ না হয়। এক এতিম ছেলেকে যা করল শিক্ষক দেখলে সিউর কাঁদবেন,data/transcripts/wf7esTI4W_0\raw_transcript.txt,data/transcripts/wf7esTI4W_0\summary.txt,89.74,0.2614173889160156,gemini,True,title,False,False
OdrbO5BH-hw,গরম খবর! পেয়াজের দাম না কমলে সরকারের পতন হবে কাদের সিদ্দিকীর হুশিয়ারী। আবরারকে মারার ভয়াবহ তথ্য ফাঁস,clickbait,গরম খবর! পেয়াজের দাম না কমলে সরকারের পতন হবে কাদের সিদ্দিকীর হুশিয়ারী। আবরারকে মারার ভয়াবহ তথ্য ফাঁস,data/transcripts/OdrbO5BH-hw\raw_transcript.txt,data/transcripts/OdrbO5BH-hw\summary.txt,94.83,0.3303694725036621,gemini,True,title,False,False
w6MckFk-tW8,বুড়িগঙ্গা থেকে যশোর-৬ আসনে বিএনপির মনোনয়ন প্রত্যাশীর লাশ উদ্ধার। #PeacefulTV #Electoin2018,non_clickbait,বুড়িগঙ্গা থেকে যশোর-৬ আসনে বিএনপির মনোনয়ন প্রত্যাশীর লাশ উদ্ধার। #PeacefulTV #Electoin2018,data/transcripts/w6MckFk-tW8\raw_transcript.txt,data/transcripts/w6MckFk-tW8\summary.txt,86.07,0.352952241897583,gemini,True,title,False,False
VHJFBX_ViLY,দেখুন বিশ্বের কোন দেশের প্রধানমন্ত্রী কত টাকা বেতন পান। শেখ হাসিনার বেতন জানলে টাস্কি খেয়ে যাবেন,clickbait,দেখুন বিশ্বের কোন দেশের প্রধানমন্ত্রী কত টাকা বেতন পান। শেখ হাসিনার বেতন জানলে টাস্কি খেয়ে যাবেন,data/transcripts/VHJFBX_ViLY\raw_transcript.txt,data/transcripts/VHJFBX_ViLY\summary.txt,86.38,0.4105197191238403,gemini,True,title,False,False
