video_id,title,label,from_spike
U45C2JjaaQU,খেলা শুরু! কঠোর লকডাউনেও রাজপথ দখল করেছে দিনমজুররা। কাজ না পেয়ে খাবার চাচ্ছে সেনাবাহিনীর কাছেই,clickbait,False
hyRxSQxNvXw,অবশেষে বেড়িয়ে এল বুড়িগঙ্গায় যেভাবে হল দুই লঞ্চের ঘঠনা।দেখুন কেমেরায় ধড়া পরল ও প্রত্যক্ষদর্শীর কাছে,clickbait,False
DTXZW8Y_BmM,সৈয়দ আশরাফের ভাস্কর্য ভাঙ্গচুরের পেছনে ধর্মান্ধরা || Information  minister,non_clickbait,False
2jNsbNqVhLE,গরম খবর! ভারতকে পানি দেওয়া বন্ধ করে দিল ভূটান। বাংলাদেশের সাথে গভীর ষড়ষন্ত্র করল ভারত। Bangla News,clickbait,False
xefI6m1NpEQ,ছিঃ ছিঃ! ২০ লাখ টাকা যৌতুকের জন্য স্ত্রী ও শাশুড়িকে পিটিয়ে হাসপাতালে পাঠালো ইমাম! তোলপাড় পুরোদেশ,clickbait,False
ADSxREpS83I,আফতাবনগরের হাট মাতাচ্ছে 'পঙ্খীরাজ' || [Aftabnagar Qurbani Hut],non_clickbait,False
d-Xp8HzR-eo,ঈদযাত্রার ট্রেনের টিকিট বিক্রি শুরু ।। Online Train Ticket,non_clickbait,False
7wMU9zuGPzY,"পৃথিবীর সবচেয়ে ধনী গ্রাম যেখানে সবাই কোটিপতি , যাতায়াতের জন্য রয়েছে হেলিকপ্টার । Bangla News ।।",clickbait,False
jmQq043DqVo,আজব ব্রিজ! পানির সাথে সাথে ব্রিজ ও উঁচু হয়ে যায় । যা পারেনি বাংলাদেশ সরকার তা করে দেখাল যুবকরা,clickbait,False
dbnDrR49-Ck,করোনার মধ্যেই পণ্য ওঠানামায় নতুন রেকর্ড  চট্টগ্রাম বন্দরে || [Chittagong Port],non_clickbait,False
mT8gZAcEnqw,সুবহানাল্লাহ স্বপ্নে কেয়ামত দেখে ইসলামের পথে বাংলাদেশি নায়িকা। নায়িকার নাম জানলে চমকে যাবেন,clickbait,False
PTwEksRWk8A,কেনা দামেও চামড়া বিক্রি করতে পারেননি অনেক মৌসুমি ব্যবসায়ীরা || Leather Market,non_clickbait,False
fTxrA_JKitE,এই মাত্র পাওয়া! ক্ষমতা শেষ ইমরান খানের। প্রধানমন্ত্রী আসন থেকে হঠাতে উত্তাল পুরো পাকিস্তান,clickbait,False
T9aJaVowJ7o,সীমান্তের অনেক জেলায় রয়েছে বেড সংকট ।। Corona Border,non_clickbait,False
sVj2iWt9DSU,শেষ হওয়ার আগেই লকডাউন শেষ || আজকের লকডাউনের খবর ০৫ আগস্ট ২০২১ || Lockdown News bangladesh,clickbait,False
eqIwu1r_h-Y,একসময় ঠিকমত খেতে না পাওয়া সিকিউরিটি গার্ডের ছেলেটি আজ জজ।সিনেমাকে হার মানিয়েছে সাতক্ষীরার গোলাম রসুল,clickbait,False
Go775YiTeQo,বিধিনিষেধ না মানলে বিপর্যয়ের আশঙ্কা স্বাস্থ্যমন্ত্রীর || BD corona,non_clickbait,False
y_uUYl7uhqA,যাত্রীবাহী ও পশুবাহী যানবাহনের অতিরিক্ত চাপে বেসামাল... || #Ghat Situation,non_clickbait,False
UjeaBrZ3wdU,"লকডাউন বাড়ল আরো ১০ দিন, ১৬ জুন পর্যন্ত চলবে বিধিনিষেধ || Bangladesh",non_clickbait,False
Ln1Bdwh6SuQ,বিশ্বের বিভিন্ন দেশ থেকে ৪৫ হাজার জন এবার হজে অংশ নিতে পারবেন ।। Hajj 2021,non_clickbait,False
_kwnHZLImrI,অপরিকল্পিত উন্নয়ন ও নির্বিচারে বন উজাড় হচ্ছে || [Rangamati],non_clickbait,False
gsFxZ4zg42Q,হে আল্লাহ্‌ পৃথিবীর আর কোন শিশু যেন এমন পরিক্ষায় না পড়ে। দেখুন মাকে বাঁচাতে পথশিশু কিভাবে লড়াই করছে,clickbait,False
vOetF96oGzI,"২৪ ঘণ্টায় শনাক্তের সংখ্যা ছাড়াল তিন হাজার, আজ মৃত্যু ৫৪ জনের || [Corona Bangladesh]",non_clickbait,False
QTF8a6udCLU,পুষ্টি চাহিদা পূরণে সারাদেশে ৫ লাখ পুষ্টি বাগান হবে || Nutrition Garden,non_clickbait,False
bBi5Mg_U7Os,খালেদা জিয়ার সাথে ভয়ানক বেইমানি করল তার ডান হাত ফালু। কে এই ফালু কি তার পরিচয়?,clickbait,False
TURdCuAFEWM,"সুখী থাকতে চাইলে এই ৫টি গোপন কথা ভুলেও কাউকে বলবেন না [5 secrets about yourself don,t tell anyone]",clickbait,False
awYFaH_-jDM,চুয়াডাঙ্গায় কলাগাছের আঁশ থেকে তৈরি হচ্ছে সুতাসহ নানা ধরনের পণ্য ।। Chudanga Banana Fiber,non_clickbait,False
xvCZAd0wYoM,পিটিয়ে হত্যার অভিযোগে মিরসরাই পৌরসভার প্যানেল মেয়র রাজু গ্রেপ্তার || [Mirsarai],non_clickbait,False
C_cNBotPGVU,এই মাত্র পাওয়া! সিনেমা স্টাইলে ঘেরাও করে মামুনুল হককে গ্রেফতার করা হয়েছে। সারাদেশে তোলপার চলছে,clickbait,False
WIb3LNc68Zs,প্রতিদিন ইনকাম ১০ লক্ষ! রোহিঙ্গা নারী সাদিয়ার জমজমাট দেহ ব্যবসার সব কুকর্ম ফাঁস!,clickbait,False
azKhG-LNCho,"বর্তমান সময়ের আলোচিত দেশটিই ,পৃথিবীর ১ নাম্বার ধনী দেশ।দেখুন (ভিডিও) দেশটির নাম জানলে অবাক হবেন",clickbait,False
pRMTG8feEDk,তুরস্ককে হারিয়ে অপেক্ষায় থাকলো সুইজারল্যান্ড || #Italy-Switzerland Win #URO 2020,non_clickbait,False
HuDRWKV14zI,কেনিয়ায় একটি প্রশিক্ষণ হেলিকপ্টার বিধ্বস্ত || Kenya Plane Crash,non_clickbait,False
9kET1abCuXY,প্রেমের টানে আমেরিকার ৪০ বছর বয়সী নারী  উড়ে এল বাংলাদেশে ২৬ বছরের ছেলের কাছে। দেখুন এরপর কি হল!,clickbait,False
BJaxJj48HSQ,ইউরো চ্যাম্পিয়নশিপের মূল পর্বে ঠাঁই পেয়েছে ইউরোপ সেরা ২৪টি দল || #URO 2021,non_clickbait,False
eIzBrosoJmc,টানা ১৯ দিন লকডাউনে সংক্রমণ পরিস্থিতির কিছুটা উন্নতি || Hospital Situation,non_clickbait,False
G1wTsq9LkgY,হাহাহা! ডাবল ভাড়ায় পুলিশের গাড়িতে যাত্রী পরিবহন! পথেই আটকে দিলো আর্মিরা। অবাক প্রশাসন ও আর্মিরা,clickbait,False
f-u7Sc0rF6U,আলহামদুলিল্লাহ! শত্রু থেকে বন্ধু হয়ে গেলেন মামুনুল হক-নিক্সন চৌধুরী! নিক্সনের বাড়িতে দাওয়াতে আলেমরা,clickbait,False
vrRMtBNcF3w,নিজের রায় শুনে কেঁদে কেঁদে যা বললেন বাবর। শুনলে চোখের জল ধরে রাখতে পারবেন না। Lutfozzaman Babar Cry,clickbait,False
SevqtafGe28,"জনগণ, গণমাধ্যম ও সেনাবাহিনীর মধ্যে দূরত্ব কমিয়ে আনতে চান নতুন সেনাপ্রধান || [General SM Shafiuddin]",non_clickbait,False
eeoUXbQCRUU,বন্দর থেকে ১৫ মাইল পর্যন্ত বাড়িঘর এবং স্থাপনা ক্ষতিগ্রস্ত || #Dubai Incident,non_clickbait,False
hZ51d6xqIEU,জার্মানিতে করোনা টিকার বদলে ৮ হাজারের বেশি মানুষকে স্যালাইন দেয়ার অভিযোগ || [vaccine scandal],non_clickbait,False
wuDSo5SonCM,অনহারী এক গরীব ছেলে এক মহিলার বাসায় গেলো খাবারের আশায়! কিন্তু তারপর যা ঘটেছিল একদম কল্পনার বাহিরে,clickbait,False
JU8TTA1I0hc,২৩ মে স্কুল- কলেজ খুলবে না বলে জানিয়েছেন শিক্ষা উপমন্ত্রী || School || College || Lockdown,non_clickbait,False
Yk6cup1R__0,দেশের দক্ষিণাঞ্চল ও সিলেটে মাঝারি থেকে ভারী বা বজ্রসহ ভারী বৃষ্টির পূর্বাভাস || Weather Forecast,non_clickbait,False
YlmDjD4FGEk,"কোন খাবার করোনা ধ্বংস করে? | ডা. তাসনিম জারা (চিকিৎসক, ইংল্যান্ড)",non_clickbait,False
B1m3_aJEFjM,ভিপি নুরের পক্ষ নিয়ে প্রধানমন্ত্রীকে চরম অপমান করে যা বলল জাফরুল্লাহ। ও সারাদেশে আবারো ভয়াবহ বন্যা,clickbait,False
RBj8dQREQAM,সেরা ১০ হ্যান্ডসাম ও জনপ্রিয় তামিল নায়ক -২০১৭।।Top 10 Most Handsome South Indian Actors 2017 ।।,clickbait,False
_sO-Ev207cE,চলছে ভারত পাকিস্তান পাল্টা পাল্টি বিমান হামলা! দেখুন এই লড়াইয়ে কার হাতে কত অস্ত্র রয়েছে,clickbait,False
g1mJZh0R2IU,সোমবার থেকে কঠোর লকডাউন;ফেরিতে গাদাগাদি করে পার হচ্ছেন যাত্রীরা || [BD Lock Down],non_clickbait,False
uMA12V3rB6M,হচ্ছে ৩০০ স্কুল অব ফিউচার; ষষ্ঠ শ্রেণি থেকেই ভবিষ্যতের প্রযুক্তির জ্ঞান || Zunaid Ahmed Palak,non_clickbait,False
6Udw44wzKiQ,করোনা কেড়ে নিল সব কিছু; করেছে এতিম || [Childern orphaned by Corona],non_clickbait,False
ge-NoAF5pe0,ব্রেকিং নিউজ! চরমোনাই পীরের উপর ভয়াবহ হা*মলা! প্রতিবাদে উত্তপ্ত কুয়াকাটা ও পুরো বাংলাদেশ। Chormonai,clickbait,False
UBG0J801sjw,বায়তুল মোকাররমে ঈদুল আজহার পাঁচটি জামাত হবে || Eid Jamat,non_clickbait,False
S6jaBo2wN0U,আবারও দুই দেশ গরম ! মুখোমুখি লড়াই চলছে পাক ভারত সেনাদের! প্রশংসায় ভাসছে ইমরান! সমালোচনার মুখে মোদি,clickbait,False
MQdnVWehlBs,এইমাত্র পাওয়া ! নির্বাচনে জয়ী হয়েই পল্টি মারলেন আব্দুল কাদের মির্জা|একি বললেন তিনি?Abdul kader mirza,clickbait,False
LLSbK9IQ26M,পালিয়ে যাওয়া মেয়ের প্রতি বাবার দুনিয়া কাঁদানো খোলা চিঠি। যা কাঁদিয়েছে প্রতিটি মানুষকে। Sad Father,clickbait,False
Io-ybY4ugmI,"হেফাজতের নতুন আমির বাবুনগরী, সেক্রেটারি নূরুল ইসলাম জিহাদি || Hefajot || Babunagari",non_clickbait,False
z3hmGddG3fM,করোনা কালে তাদের দুর্বিষহ ঈদ  || Eid Hospital Situation,non_clickbait,False
CAt5nE_kgzc,মৃত্যুদণ্ডপ্রাপ্ত ৪ আত্মস্বীকৃত খুনির মুক্তিযুদ্ধের খেতাব বাতিল করা হয়েছে || Bangabandhu killer,non_clickbait,False
iW9aCfj3uVo,যাত্রীরা ট্রেনের টিকিট কিনতে পারবেন ৫ দিন আগে  ||  #Bangladesh Railway,non_clickbait,False
8K_4F0DbK_Q,এই মাত্র পাওয়া! তারেক কে ভয়াবহ হুমকি দিলেন সুলতান মনসুর। লন্ডনে ফখরুল তারেকের অগ্নি ঝড়া বৈঠক,clickbait,False
cyXSt3KcWGk,Greftar হচ্ছেন 'ঢেলে দেই' তাহেরী? এবার Police এর করা নজরদারীতে  বক্তা তাহেরী।,clickbait,False
gqoYc-7zGgc,গাদাগাদি করে ঢাকায় ফিরছে কর্মজীবী মানুষ || Ferry Ghat,non_clickbait,False
sSsM2w72evY,"তিনগুণ ভাড়ায় অবর্ণনীয় ভোগান্তি সয়ে ঢাকা ছাড়ছে মানুষ, চলছে দূরপাল্লার বাসও ।। Eid Journey",non_clickbait,False
V9hY_QRZd74,প্রতিদিন কাক দেখলে কি হয় জানেন? জানলে আপনি প্রতিদিনই কাক দেখবেন,clickbait,False
lFFFiIV6UGk,বিমানের পাইলট থেকে যেভাবে আজকের রিয়াজ ।। biography Of Riaz ।। নায়ক রিয়াজের জীবনী ।। Episode 1,clickbait,False
d1SMS-EzdSU,মোসাদ্দেকের জীবন কাহিনী। মায়ের জমি বিক্রি করে যেভাবে হলেন ক্রিকেটার মোসাদ্দেক। Biography of Mosaddek,clickbait,False
XtLgIDasvCA,বাইডেন জেতায় আওয়ামীলীগ সরকারের উপর যেসব চাপ বাড়তে পারে|| বিএনপি যে সুবিধা পেতে পারে|| Joe Biden,clickbait,False
rArGcgWxVqA,"(LIVE) নির্ধারিত সময়ে ৪-৫ ঘন্টা পর দেখা মিলছে বাসের, পথে পথে ভোগান্তি ।। Eid Journey",non_clickbait,False
dXwytxdu8G0,বাজারে বাজেটের সাথে দাম মেলাতে হিমশিম খাচ্ছে সীমিত আয়ের মানুষ || [Market price][Kachabazr Update],non_clickbait,False
sjBVVcFCKmc,আড়াই বছরের জন্য ব্যানটেকের সাথে চুক্তি করেছে বিসিবি || [BCB] [BanTech],non_clickbait,False
-JriFzb1-pc,সন্ত্রাসবিরোধী আইনের মামলায় বিতর্কিত বক্তা মুফতি আমির হামজা গ্রেপ্তার... || [Amir Hamza],non_clickbait,False
ssbCzu7KaFU,সড়কে বেড়েছে যান-মানুষের চলাচল; কঠোর অবস্থানে আইনশৃঙ্খলাবাহিনী।। Lockdown Bangladesh,non_clickbait,False
j2R5h9dFGpo,স্বাস্থ্যবিধি ভেঙে ঢাকায় ফিরছে মানুষ; চলছে দূরপাল্লার বাস || #Dhaka return,non_clickbait,False
-ifVIGciR3M,মহামারির মধ্যেও বাংলাদেশের বৈদেশিক মুদ্রার রিজার্ভে একের পর এক রেকর্ড ।। Reserve Record,non_clickbait,False
kE4ergWQxKg,সাবধান!।।বিছানায় শুয়ে মোবাইল টিপাটিপি করবেন না ।।Ruposhi Bangla tv।।,clickbait,False
EPdE0CwNu4s,বরিশালে শনাক্তের হার ৬৪.৩৬; রোগীর চাপ সামলাতে হিমশিম অবস্থা ।। Barishal Corona,non_clickbait,False
LaDrbCaJmSY,ব্রেকিং- আক্রন্ত হচ্ছেন একের পর এক মন্ত্রী এমপি। চিন্তায় ঘুম হারাম নেতাদের।,clickbait,False
L2GyxuMmyow,কেউ বাসার সামনে রাখলে তার বাসায় ট্রাকে করে আরো ময়লা ফেলা হবে || Meyor Atiq,non_clickbait,False
R7EU60HDUVs,বৃষ্টির সকালে পুলিশ-লকডাউনের চোখ ফাঁকি দিয়ে ঢাকা ছাড়ছে মানুষ || [Lockdown Friday],non_clickbait,False
YuJNmzdBjg0,দুঃসংবাদ!! রিমান্ড শেষে সব দোষ স্বীকার করে আদালতে যে জবানবন্দি দিলেন মুফতি আমির হামজা |Amir Hamza,clickbait,False
tWCaKtzY4JI,বঙ্গবন্ধুর স্মৃতি ধরে রাখতে টুঙ্গিপাড়ায় নির্মিত হয়েছে নদীর দুটি ঘাট || Gopalganj Mujib Memory,non_clickbait,False
A9xDxWU1xrg,করোনার নতুন হটস্পট ইন্দোনেশিয়ায় একদিনে শনাক্ত ৪৪ হাজার || #Covid19 #Indonesia,non_clickbait,False
mrOdcLo_xO0,রিমান্ডে মুখ খুলতে শুরু করেছে যুবলীগ নেতারা। সব অবৈধ কাজে জড়িত বড় নেতারা। সব কুকর্ম ফাঁস করল ফখরুল,clickbait,False
kqEmZs4yaeo,"বর্ষায় ঢাকার আনাচে কানাচে ফুটেছে কদম, চালতা, দোপাটি... || Flower || Dhaka",non_clickbait,False
VTiCMq9sCOk,উন্নয়ন কাজে কয়েক কোটি টাকার অনিয়মের প্রমাণ || [Viqarunnisa Corruption],non_clickbait,False
wJpwwn-BGAs,চলেছে বিএনপির আক্রমণ! পুলিশকে সহযোগিতা’র নামে কৌশলে মাঠ দখল আ.লীগের,clickbait,False
9Siq0gQ4JuQ,গিনেস রেকর্ড! ১৮৪ বয়সে মৃত্যুর অপেক্ষা করছে এই বৃদ্ধ। বলছে বিধাতা তাকে নিতে ভুলে গেছে! Bangla News,clickbait,False
kI9ftkNegh4,"আবারও পাপিয়ার ১৫ দিনের ডিম থেরাপি। এবার পাপিয়াকে রেবের কাছে হস্তান্তর, ১২ টা বেজে গেছে পাপিয়ার",clickbait,False
DwInwensBVE,হে আল্লাহ বাঁচাও | করোণা আ'ক্রান্ত শায়েখ আহমাদুল্লাহর সর্বশেষ অবস্থা | এই মাত্র পাওয়া | Ahmadullah,clickbait,False
s6lREHMDm_Q,এই মাত্র পাওয়া! হুজুরদের মিছিলে বাঁধা দিল পুলিশ। টেনে হিছড়ে গ্রেফতার করা হল।ও ক্ষেপেছে শামীম ওসমান,clickbait,False
j0uhEz92rq8,ভিক্ষুকের কোলে বাচ্চারা সব সময় ঘুমিয়ে থাকে কেন? দেখুন শিশুদের নিয়ে কি ভয়াবহ ব্যাবসা করে ওরা,clickbait,False
LQcw-mgEm7o,এক নায়কের সঙ্গে বিছানায় অপুকে দেখি আমি - শাকিব। এরপর যা হল তা ভয়াবহ । বিস্তারিত দেখুন ভিডিওতে,clickbait,False
Iy-iKA6tzCQ,এইমাত্র পাওয়া! অবশেষে ধরা দিলেন মামুনুল হক। ও মুখ খুললেন হেফাজত নেতাদের গোপন ইস্যু নিয়ে।Bangla News,clickbait,False
5wVq4LoJBy8,Exclusive: রফিকুল ইসলাম মাদানীর আসল পরিচয় ফাঁ*স|  যেভাবে সারাদেশে জনপ্রিয় হয়ে ওঠেন তিনি|Rafiul islam,clickbait,False
UeCgl_j8A_Y,২০ বছর বয়সী এক রোহিঙ্গা মেয়ে কক্সবাজার ডায়মন্ড হোটেলে কাজ নিল । দেখুন এরপর যা হলো তা ভয়াবহ,clickbait,False
jxgl5EP903U,প্রাণহানি ৪ ।। ৪ জনই প্রাইভেটকারের যাত্রী ।। Jessore Nimtola,non_clickbait,False
wTr73WBXP7I,"খুলনা, রাজশাহী ও ফরিদপুর মেডিকেলের করোনা ইউনিটে ২৭ জনের মৃত্যু || [BD Covid Situation]",non_clickbait,False
VBH4-sC8nqI,প্রবাসীরা দেখে নিন বিদেশ থেকে কি কি জিনিস কত পরিমান আনতে পারবেন  ।। Ruposhi Bangla Tv ।।,clickbait,False
xMetVG83o2Q,মাদক কারবারীদের গাড়ি চাপায় নিহত পুলিশ || Laxmipur Police,non_clickbait,False
j_JUeaiiL2E,ফেঁসে যাচ্ছে শাকিব! প্রধানমন্ত্রীর কাছে শাকিবের শাস্তি চেয়ে যা বলল অপু ।  bangla showbiz news,clickbait,False
0b9xVyTsmyc,স্ট্যান্ডিং ওভেশন পেল বাংলাদেশের চলচ্চিত্র ‘রেহানা মরিয়ম নূর’ || #Rehana Maryam Noor,non_clickbait,False
2YmuGYgrd-4,নাউজুবিল্লাহ! এবার সৌদিতে নির্মাণ হবে খ্রিস্টানদের গির্জা!! যা নিয়ে মুসলিম বিশ্বে নিন্দার ঝড়,clickbait,False
kktNUjioFLE,দুর্বোধ্য মুস্তাফিজকে নিয়ে আলাদা পরিকল্পনা অজিদের || BD Aus 4th T20,non_clickbait,False
ScjzOJYAngo,দলের ভেতরে প্রতিহিংসা থামাতে উদ্যোগী আওয়ামী লীগ || Bangladesh Awami League,non_clickbait,False
6mZ69s7YPfk,গরম খবর! পুরো ঢাকা শহর অচল করে দিলো রিকশাচালকরা! রিকশা না ছাড়লে রাস্তাও ছাড়বে না আন্দোলনকারীরা,clickbait,False
TcJgs09zDQY,বুধবার থেকে ব্যাংক লেনদেন চলবে সকাল ১০টা থেকে বিকেল ৪টা পর্যন্ত || Bangladesh Bank,non_clickbait,False
XAreIHaMi2s,"মঙ্গল-বুধবারও হতে পারে ভারি বৃষ্টিপাত, তবে... || [Weather Situation]",non_clickbait,False
HldA7Vw8cXA,"লকডাউনের মধ্যেও পায়ে হেঁটে, প্রাইভেটকারে রাজধানী ছাড়ছেন লোকজন || Lockdown Dhaka",non_clickbait,False
8Q1GU2TA5Tw,এবার মমতাজের গানের বদলে সংসদে মোনাজাত কাঁদলো সবাই। সাথে অঝোরে কাঁদলেন প্রধানমন্ত্রীও,clickbait,False
WFIIt-mxb6k,দ্বিতীয় বিশ্বযুদ্ধের এয়ার বোমা পাওয়া গেছে বাংলাদেশে । যার দাম জানলে মাথা ঘুরে যাবে,clickbait,False
dVvgSgXSl4E,২৪ ঘণ্টায় ১০৫ জন ডেঙ্গু রোগী ভর্তি  ||  #Mayor#Taposh #Atik,non_clickbait,False
bKf8ApNEsAY,ব্রেকিং! এবার জমি দখল করে র‍্যাব ও দুদকের কাছে ফেঁসে গেল হাজি সেলিম।ও কঠিন রিমান্ডে কালা মনির,clickbait,False
t77QBTQSV3c,বঙ্গবন্ধু সেতুর ২০ কিলোমিটার এলাকা জুড়ে সৃষ্টি হয়েছে যানজট || #Road Situation,non_clickbait,False
olPK29Kgm8k,উদ্ধার করেছে তিউনিসিয়া নৌবাহিনী || Tunisia Migration,non_clickbait,False
1qFfo7nIIa8,শেষ পর্ব! ৮ বছরের এক বাচ্চা মেয়ের প্রেগনেন্ট হওয়ার রহস্য জনক এক ঘটনা। যা বেহুশ করে দিয়েছিল সবাইকে,clickbait,False
sw5KcVGHtjQ,ব্রেকিং!! কঠিন শাস্তি শুনে সাকিব আল হাসানের একি প্রতিক্রয়া || Sakib Al hasan || শাস্তি || নিষিদ্ধ,clickbait,False
4JDzy7HRAhM,"""যাব হ্যারি মেট সেজাল"" : মুভি রিভিও | Jab Harry Met Sejal movie review",non_clickbait,False
wOfewfRpmB4,হযরত আবদুল কাদের জিলানী (রহ.) এর জীবনী। ও বাস্তবে ঘটে যাওয়া অলৌকিক কিছু ঘটনা,clickbait,False
MUJ6Xsosqw8,এইমাত্র পাওয়া ! আবারও সব বিমানের ফ্লাইট বন্ধ হল || Biman bangladesh Airlines,non_clickbait,False
q11GJ4xzz84,ফেরিওয়ালা থেকে যেভাবে আকিজ গ্রুপের প্রতিষ্ঠাতা । AKIJ GROUP। শুরুটা ছিল ১৬ টাকা নিয়ে। HD Full Part,clickbait,False
eGSpDWNnsf4,নড়াইল আসন থেকে এমপি নির্বাচন করবেন মাশরাফি । ক্রিকেট মাঠ ছেড়ে জনতার মাঠে মাশরাফি,clickbait,False
BOxMQJ3tMNo,পাঙ্গাস মাছ খাচ্ছেন? সাবধান খাওয়া বন্ধ করুন সময় থাকতে !! দেখুন কি ভয়াবহ ভাইরাস পাঙ্গাসে,clickbait,False
85BriYMqtaA,ব্রেকিং ! ভুয়া তালাক বানিয়ে ফেঁসে যাচ্ছেন কাজী | অনুসন্ধানে উঠে এসেছে ভ'য়াবহ তথ্য | Nasir Tamima,clickbait,False
iykJjb8K3K4,সরকারের নির্দেশনা মেনে চললে সংক্রমন বাড়ত না ।। Sheikh Hasina,non_clickbait,False
Cg8wCa6Wkkk,বোমা ফাটালেন পার্থ - তারেক রহমান আসছে এসেই দেশের নেতৃত্ব দেবেন তিনি। বিস্তারিত ভিডিওতে,clickbait,False
0Ocrp_F53Og,গত বছরের চেয়ে এবার করোনায় প্রাণহানি অনেক বেশি হতে পারে বলে শঙ্কা || World || Corona || WHO,non_clickbait,False
gH_dtQcfhJk,ব্রেকিং নিউজ! অবশেষে ধরা খেল কোরআনকে অবমাননা করা সেই সেফুদা। দেশে পেয়াজ আসছে ৫০ হাজার টন,clickbait,False
2kmUmAMSAHs,রাজশাহী-কুষ্টিয়ায় দেড় মাসের ২ শিশু আক্রান্ত ।। Rajshahi Kustia,non_clickbait,False
JubNzo9mBbo,বিএনপির নেতাকর্মীরা মওদুদ থেকে সাবধান দলের সাথে বেইমানী করছে- নাসিম,clickbait,False
SmhJbNrPaIM,উত্তরার ৩টি হাসপাতাল অনুমোদন না নিয়েই দিচ্ছে করোনা চিকিৎসা || #Covid Hospital,non_clickbait,False
Q2rm__Hn5z4,নতুন ষড়যন্ত্র নাকি সত্যি! মামুনুল হকের ৩য় স্ত্রীর সন্ধ্যান! দেখুন কে এই নারী ও তার আসল পরিচয়,clickbait,False
cjxUOma8kTs,পশু বিক্রি নিয়ে শঙ্কায় পড়েছেন খামারিরা || Korbani Cow,non_clickbait,False
7Ltv_Fn-Qss,মিন্নির ফাঁসির প্রস্তুতি চলছে! মঞ্চ রেডি। কয়েদির পোশাকে গুনছে সময়! থমথমে কারাগারের পুরো এলাকা| Minni,clickbait,False
Od0NA6dI-ek,সাকিব আল হাসান আবারো টি-টোয়েন্টি অলরাউন্ডার র‍্যাঙ্কিংয়ে শীর্ষে || Shakib Al Hasan,non_clickbait,False
F4uWWwcAdp8,"এইমাত্র পাওয়া- মৌলভীবাজারে অবস্থান করছে সাহেদ, ইন্ডিয়া পাড়ি জমানোর চেষ্টায়....",clickbait,False
Nu3NIBLOO-Q,আজহারীর সব ওয়াজ মাহফিল স্থগিত|কোটি মানুষকে কাঁদিয়ে চলে যাচ্ছেন মালয়েশিয়া কেন? Mizanur Rahman Azhari,clickbait,False
_eBRuRJl67A,মডেল পিয়াসা ও মৌ তিন দিনের রিমান্ডে || [Model Piyasha & Mou],non_clickbait,False
X4DNQyexElM,রাজধানীতে বাড়ছে ডেঙ্গু; উত্তরা-গুলশানসহ ৪টি এলাকায় এডিসের ঘনত্ব প্রায় দ্বিগুণ || Dengue,non_clickbait,False
JzH_yomM6EA,একদিনে ব্রাজিলে প্রাণ গেছে ২ হাজার ৪২ জনের || Brazil,non_clickbait,False
HKuf5D3n_mg,১৯৭১ সালে যেভাবে পাকিস্তান থেকে বিমান নিয়ে উড়া দিয়েছিলেন বীরশ্রেষ্ঠ মতিউর রহমান । Matiur Rahman,clickbait,False
I3vL-NCh_mc,কান্নার রোল বিএনপিতে ৫ কারণে নির্বাচন বর্জন করতে পারে বিএনপি!। মোশারফের প্রচারিত অডিও বানোয়াট,clickbait,False
53L66rUKHXs,মৃত্যুর কিছুক্ষন আগে ৪ জন ফেরেশতা এসে যা যা জানিয়ে দেয়! জানলে শরীরের লোম দাঁড়িয়ে যাবে আপনার,clickbait,False
LfdHpDVpRNA,এইমাত্র পাওয়াঃ করণার চাউল চোর ছাত্রলীগের নেতা নাবিল গেপতার। বেড়িয়ে এল আসল ঘঠনা।,clickbait,False
He0rUCmLB-8,এইমাত্র পাওয়া ! সব রেকর্ড ভেঙ্গে ইতিহাসের সর্বোচ্চ ভোট পেলেন বাইডেন || ট্রাম্পের করুণ পরিনতি। Biden,clickbait,False
6NTeIpwby8s,এই মাত্র পাওয়া - তারেককে দল ছাড়ার হুমকি দিলেন মওদুদ। দেখুন এরপর তারেক রেগে গিয়ে যা বললেন,clickbait,False
q9705uY37so,যে কারনে লালবাগ কেল্লার সুড়ঙ্গে গেলে কেউ ফিরে আসেনা? দেখুন তার অমীমাংসিত রহস্য,clickbait,False
Zm8_IKiyKIY,এইমাত্র পাওয়া- ঘূর্নিঝড় বুলবুলের আঘাতে লন্ডভন্ড ভোলা। আহ্ত অর্ধশত। Bangla News Update,clickbait,False
BNRlx90w5Js,সবাই সাবধান! ভয়ংকর ভাবে ধেয়ে ঘূর্ণিঝড় আমফান। যে কোন সময় লন্ডভন্ড করে দিতে পারে পুরোদেশ,clickbait,False
dezgfZCJ02Y,মুসলিম বিশ্বের সবচেয়ে জনপ্রিয় নেতা এরদোগান । আর সবচেয়ে ঘৃণিত যে নেতা দেখুন ভিডিওতে,clickbait,False
2VEh6BNAnUE,পানির উপরে বাজার - দেখলে অবাক হয়ে যাবেন [ surprised when you see above the water market়,clickbait,False
YiLukvofz6I,সর্বোচ্চ বৃষ্টিপাত হয়েছে সৈয়দপুরে ৮৩ মিলিমিটার || Weather Update,non_clickbait,False
99aLDUBfMMM,লকডাউনে দিনে এটিএম বুথ থেকে সর্বোচ্চ ১ লাখ টাকা || [Lockdown ATM Booth],non_clickbait,False
